"Time","638de53168f31919048f189d, 63932c6e68f319085df375b5; B2_solar_x2_03, Soil_tension","638de53168f31919048f189d, 63932c6e68f319085df375b7; B2_solar_x2_03, Resistance","638de53168f31919048f189d, 63932c6e68f319085df375b9; B2_solar_x2_03, Soil_temperature","638de56a68f31919048f189e, 63932ce468f319085df375cb; B3_solar_x1_02, Resistance","638de57568f31919048f189f, 63932c3668f319085df375ab; B4_solar_x1_03, Soil_tension","638de57568f31919048f189f, 63932c3668f319085df375ad; B4_solar_x1_03, Resistance","638de57568f31919048f189f, 63932c3668f319085df375af; B4_solar_x1_03, Soil_temperature"
"2023-02-10 09:20:00 +0000 UTC",0,54.4,10.5,87,8.7,105.3,11.4
"2023-02-10 09:30:00 +0000 UTC",0,54.4,10.5,87,8.7,104.7,11.4
"2023-02-10 09:40:00 +0000 UTC",0,54.4,10.5,86.9,8.7,104.05,11.4
"2023-02-10 09:50:00 +0000 UTC",0,54.9,10.5,87,8.7,105.3,11.4
"2023-02-10 10:00:00 +0000 UTC",0,55,10.4,87,8.7,104.3,11.4
"2023-02-10 10:10:00 +0000 UTC",0.6,55.5,10.4,87,8.7,104.3,11.3
"2023-02-10 10:20:00 +0000 UTC",0.6,55.5,10.4,86.95,8.7,104.8,11.3
"2023-02-10 10:30:00 +0000 UTC",0.3,55.25,10.4,87,8.7,104.8,11.3
"2023-02-10 10:40:00 +0000 UTC",0.6,55.5,10.4,87,8.7,104.3,11.3
"2023-02-10 10:50:00 +0000 UTC",0.6,55.5,10.4,,8.7,105.3,11.3
"2023-02-10 11:00:00 +0000 UTC",0.6,55.5,10.3,87.5,8.7,104.3,11.3
"2023-02-10 11:10:00 +0000 UTC",0.6,55.5,10.4,87,8.7,104.3,11.3
"2023-02-10 11:20:00 +0000 UTC",0.5,56,10.4,87,8.7,104.3,11.3
"2023-02-10 11:30:00 +0000 UTC",,,,87,8.7,104.3,11.3
"2023-02-10 11:40:00 +0000 UTC",0.6,55.5,10.4,87.5,8.7,104.9,11.3
"2023-02-10 11:50:00 +0000 UTC",0.6,55.5,10.4,87,8.7,104.4,11.3
"2023-02-10 12:00:00 +0000 UTC",0.6,55.5,10.4,87,8.7,104.4,11.2
"2023-02-10 12:10:00 +0000 UTC",0.6,55.5,10.4,87.5,8.7,104.4,11.2
"2023-02-10 12:20:00 +0000 UTC",0.6,55.5,10.4,87,8.7,104.9,11.3
"2023-02-10 12:30:00 +0000 UTC",0.6,55.5,10.45,87,8.7,105.4,11.3
"2023-02-10 12:40:00 +0000 UTC",0.6,55.5,10.5,87,8.7,105.5,11.2
"2023-02-10 12:50:00 +0000 UTC",0.6,55.5,10.5,87,8.7,105.5,11.3
"2023-02-10 13:00:00 +0000 UTC",0.6,55.5,10.5,87,8.7,105,11.3
"2023-02-10 13:10:00 +0000 UTC",0.6,55.5,10.6,87,8.7,105.5,11.3
"2023-02-10 13:20:00 +0000 UTC",0.6,55.5,10.6,87,8.7,105.5,11.2
"2023-02-10 13:30:00 +0000 UTC",0.6,55.5,10.6,87,8.7,105.5,11.3
"2023-02-10 13:40:00 +0000 UTC",0.6,55.5,10.6,87,8.7,105.5,11.3
"2023-02-10 13:50:00 +0000 UTC",0.6,55.5,10.6,87,8.7,105,11.3
"2023-02-10 14:00:00 +0000 UTC",0.6,55.5,10.7,87,8.7,105,11.3
"2023-02-10 14:10:00 +0000 UTC",0.6,55.5,10.7,87,8.7,105.5,11.3
"2023-02-10 14:20:00 +0000 UTC",0.6,55.5,10.7,87,8.7,105.4,11.3
"2023-02-10 14:30:00 +0000 UTC",0.6,55.55,10.8,86.5,8.7,105,11.4
"2023-02-10 14:40:00 +0000 UTC",0.6,55.5,10.8,87,8.7,105,11.4
"2023-02-10 14:50:00 +0000 UTC",0.6,55.5,10.9,87,8.7,104.4,11.4
"2023-02-10 15:00:00 +0000 UTC",0.6,55.5,10.9,87,8.7,105,11.5
"2023-02-10 15:10:00 +0000 UTC",0.6,55.5,11,86.4,8.7,104.4,11.4
"2023-02-10 15:20:00 +0000 UTC",0.6,55.6,11,,8.7,104.4,11.5
"2023-02-10 15:30:00 +0000 UTC",0.6,55.5,11,,,,
"2023-02-10 15:40:00 +0000 UTC",0.6,55.5,11,87,8.7,104.4,11.5
"2023-02-10 15:50:00 +0000 UTC",0.6,55.5,11,86.4,8.7,104.9,11.5
"2023-02-10 16:00:00 +0000 UTC",0.6,55.5,11,86.4,8.7,104.8,11.5
"2023-02-10 16:10:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.3,11.6
"2023-02-10 16:20:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.3,11.5
"2023-02-10 16:30:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.3,11.6
"2023-02-10 16:40:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.4,11.6
"2023-02-10 16:50:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.8,11.6
"2023-02-10 17:00:00 +0000 UTC",0.6,55.5,11.1,86.65,8.7,104.4,11.6
"2023-02-10 17:10:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.3,11.7
"2023-02-10 17:20:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,103.9,11.6
"2023-02-10 17:30:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.4,11.6
"2023-02-10 17:40:00 +0000 UTC",0.6,55.5,11.1,86.4,8.7,104.4,11.7
"2023-02-10 17:50:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.4,11.7
"2023-02-10 18:00:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.4,11.8
"2023-02-10 18:10:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.4,11.7
"2023-02-10 18:20:00 +0000 UTC",0.6,55.5,11.2,86.9,8.7,104.4,11.7
"2023-02-10 18:30:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.4,11.7
"2023-02-10 18:40:00 +0000 UTC",0.6,55.5,11.1,87,8.7,104.3,11.8
"2023-02-10 18:50:00 +0000 UTC",0.6,55.5,11.1,87,8.75,104.8,11.7
"2023-02-10 19:00:00 +0000 UTC",0.6,55.5,11.1,86.9,8.7,104.4,11.7
"2023-02-10 19:10:00 +0000 UTC",0.6,55.5,11.1,87,8.7,104.4,11.7
"2023-02-10 19:20:00 +0000 UTC",0.6,55.5,11.1,87,8.7,104.4,11.7
"2023-02-10 19:30:00 +0000 UTC",0.5,56,11.1,87,8.7,104.3,11.7
"2023-02-10 19:40:00 +0000 UTC",0.6,55.6,11.1,87,,,
"2023-02-10 19:50:00 +0000 UTC",0.6,55.5,11.1,87,8.75,104.9,11.8
"2023-02-10 20:00:00 +0000 UTC",0.6,55.5,11.1,87,8.75,104.8,11.7
"2023-02-10 20:10:00 +0000 UTC",0.6,55.55,11.1,87,8.8,105.9,11.7
"2023-02-10 20:20:00 +0000 UTC",0.5,56.1,11.1,87.5,8.7,104.4,11.7
"2023-02-10 20:30:00 +0000 UTC",0.3,56.6,11.1,87,8.7,104.4,11.7
"2023-02-10 20:40:00 +0000 UTC",0.5,56.1,11,87,8.7,104.4,11.7
"2023-02-10 20:50:00 +0000 UTC",0.5,56.1,11,87,8.75,104.95,11.7
"2023-02-10 21:00:00 +0000 UTC",0.5,56.1,11,87.5,8.8,105.5,11.6
"2023-02-10 21:10:00 +0000 UTC",0.3,56.6,11,88.1,8.75,105,11.7
"2023-02-10 21:20:00 +0000 UTC",0.3,56.6,11,88.1,8.8,105.5,11.7
"2023-02-10 21:30:00 +0000 UTC",0.3,56.6,11,88.1,8.75,105,11.6
"2023-02-10 21:40:00 +0000 UTC",0.3,56.6,11,88.1,8.8,105.5,11.6
"2023-02-10 21:50:00 +0000 UTC",0.3,56.6,11,88.1,8.7,105,11.6
"2023-02-10 22:00:00 +0000 UTC",0.3,56.6,11,88.1,8.8,105.5,11.6
"2023-02-10 22:10:00 +0000 UTC",0.3,56.65,10.95,88.1,8.8,105.5,11.6
"2023-02-10 22:20:00 +0000 UTC",0.3,56.6,10.9,88.1,8.8,105.5,11.6
"2023-02-10 22:30:00 +0000 UTC",0.3,56.6,10.9,88.1,8.8,105.5,11.6
"2023-02-10 22:40:00 +0000 UTC",0.3,56.6,10.9,88.1,8.8,105.5,11.6
"2023-02-10 22:50:00 +0000 UTC",0.3,56.6,10.9,88.1,8.8,106.6,11.6
"2023-02-10 23:00:00 +0000 UTC",0.25,58.825,10.875,88.1,8.8,107.4,11.35
"2023-02-10 23:10:00 +0000 UTC",0.3,56.6,10.8,88.1,8.8,105.6,11.6
"2023-02-10 23:20:00 +0000 UTC",0.3,56.6,10.8,88.1,8.8,105.6,11.6
"2023-02-10 23:30:00 +0000 UTC",0.3,56.6,10.8,88.1,8.8,105.6,11.6
"2023-02-10 23:40:00 +0000 UTC",,,,88.1,8.8,105.6,11.6
"2023-02-10 23:50:00 +0000 UTC",0.3,56.6,10.8,88.2,8.8,105.6,11.6
"2023-02-11 00:00:00 +0000 UTC",0.3,56.6,10.8,88.7,8.8,105.6,11.6
"2023-02-11 00:10:00 +0000 UTC",0.3,56.6,10.8,88.6,8.8,105.6,11.6
"2023-02-11 00:20:00 +0000 UTC",0.3,56.6,10.8,88.7,8.8,106.65,11.55
"2023-02-11 00:30:00 +0000 UTC",0.2,57.2,10.8,89.2,8.8,106.7,11.5
"2023-02-11 00:40:00 +0000 UTC",0.1,57.7,10.8,89.2,8.8,105.6,11.5
"2023-02-11 00:50:00 +0000 UTC",0.3,56.6,10.8,89.2,8.8,106.7,11.5
"2023-02-11 01:00:00 +0000 UTC",0.2,57.2,10.7,89.2,8.8,106.1,11.5
"2023-02-11 01:10:00 +0000 UTC",0.3,56.7,10.7,89.2,8.8,106.7,11.5
"2023-02-11 01:20:00 +0000 UTC",0.3,56.7,10.7,89.2,8.8,107.2,11.5
"2023-02-11 01:30:00 +0000 UTC",0.3,56.7,10.7,89.2,8.8,107.2,11.5
"2023-02-11 01:40:00 +0000 UTC",0.3,56.7,10.6,89.3,8.8,106.7,11.5
"2023-02-11 01:50:00 +0000 UTC",0.2,57.2,10.7,89.3,8.8,106.7,11.5
"2023-02-11 02:00:00 +0000 UTC",0.15,57.45,10.65,89.8,8.8,106.7,11.5
"2023-02-11 02:10:00 +0000 UTC",0.2,57.2,10.6,89.8,8.8,106.7,11.5
"2023-02-11 02:20:00 +0000 UTC",0.1,57.7,10.6,89.3,8.8,106.7,11.4
"2023-02-11 02:30:00 +0000 UTC",0.1,57.7,10.6,89.3,8.8,107.8,11.5
"2023-02-11 02:40:00 +0000 UTC",0.1,57.7,10.6,89.3,8.8,106.7,11.5
"2023-02-11 02:50:00 +0000 UTC",0.1,57.7,10.6,89.8,8.8,106.7,11.5
"2023-02-11 03:00:00 +0000 UTC",0.1,57.7,10.6,89.8,8.8,107.2,11.5
"2023-02-11 03:10:00 +0000 UTC",0.1,57.7,10.6,89.8,8.8,106.7,11.4
"2023-02-11 03:20:00 +0000 UTC",0.1,57.7,10.6,89.8,8.8,107.2,11.4
"2023-02-11 03:30:00 +0000 UTC",0.1,57.7,10.6,90.3,8.8,107.8,11.4
"2023-02-11 03:40:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.8,11.4
"2023-02-11 03:50:00 +0000 UTC",0.1,57.7,10.55,90.4,8.8,107.8,11.3
"2023-02-11 04:00:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.8,11.3
"2023-02-11 04:10:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.8,11.3
"2023-02-11 04:20:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.9,11.3
"2023-02-11 04:30:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.9,11.3
"2023-02-11 04:40:00 +0000 UTC",,,,90.4,8.8,107.9,11.3
"2023-02-11 04:50:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,108.4,11.3
"2023-02-11 05:00:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.8,11.3
"2023-02-11 05:10:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.9,11.3
"2023-02-11 05:20:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,107.9,11.3
"2023-02-11 05:30:00 +0000 UTC",0.1,57.7,10.5,91,8.8,108.4,11.2
"2023-02-11 05:40:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,109,11.2
"2023-02-11 05:50:00 +0000 UTC",0.1,57.7,10.5,90.4,8.8,108.4,11.2
"2023-02-11 06:00:00 +0000 UTC",0.1,57.7,10.5,91,8.8,107.9,11.3
"2023-02-11 06:10:00 +0000 UTC",0.1,57.7,10.5,90.5,8.8,108.5,11.2
"2023-02-11 06:20:00 +0000 UTC",0.1,57.7,10.5,91,8.8,108.5,11.3
"2023-02-11 06:30:00 +0000 UTC",0,58.3,10.5,91,8.8,108.5,11.2
"2023-02-11 06:40:00 +0000 UTC",0.1,57.7,10.5,91,8.8,108,11.2
"2023-02-11 06:50:00 +0000 UTC",0,58.3,10.4,90.5,8.8,107.9,11.2
"2023-02-11 07:00:00 +0000 UTC",0.1,58.8,10.5,91,8.8,108,11.3
"2023-02-11 07:10:00 +0000 UTC",0.1,58.8,10.4,91.5,8.8,108.5,11.2
"2023-02-11 07:20:00 +0000 UTC",0.1,58.8,10.4,91.5,8.8,108.5,11.2
"2023-02-11 07:30:00 +0000 UTC",0,58.3,10.4,91.5,8.8,108.5,11.2
"2023-02-11 07:40:00 +0000 UTC",0,58.3,10.4,91.5,8.8,108,11.2
"2023-02-11 07:50:00 +0000 UTC",0.1,58.8,10.4,91.5,8.8,109.1,11.2
"2023-02-11 08:00:00 +0000 UTC",0.1,58.8,10.4,91.6,8.8,109.1,11.2
"2023-02-11 08:10:00 +0000 UTC",0.1,58.8,10.4,91.6,8.8,109.1,11.1
"2023-02-11 08:20:00 +0000 UTC",0.1,58.8,10.3,91.6,8.8,109.1,11.2
"2023-02-11 08:30:00 +0000 UTC",0.1,58.8,10.4,91.6,8.8,109.1,11.2
"2023-02-11 08:40:00 +0000 UTC",0.1,58.8,10.4,91.6,8.8,109.1,11.1
"2023-02-11 08:50:00 +0000 UTC",0.1,58.8,10.3,91.6,8.8,109.1,11.1
"2023-02-11 09:00:00 +0000 UTC",0.1,58.8,10.3,91.6,8.8,109.2,11.1
"2023-02-11 09:10:00 +0000 UTC",0.1,58.8,10.3,91.6,8.85,109.2,11.2
"2023-02-11 09:20:00 +0000 UTC",0.1,58.8,10.3,91.6,8.85,109.2,11.1
"2023-02-11 09:30:00 +0000 UTC",0.1,58.8,10.3,91.6,8.8,109.2,11.1
"2023-02-11 09:40:00 +0000 UTC",0.1,58.8,10.3,92.2,8.8,109.2,11.1
"2023-02-11 09:50:00 +0000 UTC",0.1,58.8,10.4,92.2,8.8,109.2,11.1
"2023-02-11 10:00:00 +0000 UTC",,,,,8.8,109.2,11.1
"2023-02-11 10:10:00 +0000 UTC",0.1,58.8,10.3,92.2,8.8,109.2,11.1
"2023-02-11 10:20:00 +0000 UTC",0.1,58.8,10.4,91.6,8.8,109.2,11.1
"2023-02-11 10:30:00 +0000 UTC",0.1,58.8,10.3,92.2,8.8,109.2,11.1
"2023-02-11 10:40:00 +0000 UTC",0.2,59.4,10.3,92.2,8.8,109.2,11.1
"2023-02-11 10:50:00 +0000 UTC",0.1,58.8,10.4,92.7,8.8,109.2,11.1
"2023-02-11 11:00:00 +0000 UTC",0.2,59.4,10.4,92.2,8.8,109.3,11.1
"2023-02-11 11:10:00 +0000 UTC",0.2,59.4,10.4,92.2,8.8,109.3,11.1
"2023-02-11 11:20:00 +0000 UTC",0.3,59.9,10.4,92.7,8.8,109.3,11.1
"2023-02-11 11:30:00 +0000 UTC",0.25,59.65,10.5,92.2,8.8,109.3,11.1
"2023-02-11 11:40:00 +0000 UTC",,,,92.1,,,
"2023-02-11 11:50:00 +0000 UTC",0.3,59.9,10.5,92.2,8.8,109.3,11.1
"2023-02-11 12:00:00 +0000 UTC",0.3,59.9,10.5,91.7,8.85,109.3,11.2
"2023-02-11 12:10:00 +0000 UTC",0.2,59.4,10.5,91.9,8.85,109.3,11.1
"2023-02-11 12:20:00 +0000 UTC",0.2,59.4,10.5,92.2,8.9,109.9,11.1
"2023-02-11 12:30:00 +0000 UTC",0.2,59.4,10.5,91.7,8.85,109.3,11.2
"2023-02-11 12:40:00 +0000 UTC",0.2,59.4,10.6,91.7,8.9,109.3,11.2
"2023-02-11 12:50:00 +0000 UTC",0.3,59.9,10.6,91.6,8.9,109.3,11.2
"2023-02-11 13:00:00 +0000 UTC",0.3,59.9,10.6,91.7,8.9,109.3,11.2
"2023-02-11 13:10:00 +0000 UTC",0.3,59.9,10.6,91.6,8.9,109.3,11.2
"2023-02-11 13:20:00 +0000 UTC",0.3,59.9,10.7,91.6,8.9,109.3,11.2
"2023-02-11 13:30:00 +0000 UTC",0.4,60.4,10.7,,8.9,109.9,11.3
"2023-02-11 13:40:00 +0000 UTC",0.3,59.9,10.8,91.7,8.9,109.3,11.3
"2023-02-11 13:50:00 +0000 UTC",0.2,59.4,10.8,91.1,8.9,109.3,11.3
"2023-02-11 14:00:00 +0000 UTC",0.3,59.9,10.8,91.5,8.9,109.2,11.3
"2023-02-11 14:10:00 +0000 UTC",0.3,59.9,10.9,91.1,8.9,109.9,11.3
"2023-02-11 14:20:00 +0000 UTC",0.3,59.9,10.9,91.6,8.9,109.2,11.4
"2023-02-11 14:30:00 +0000 UTC",0.3,59.9,11,91.5,8.9,109.3,11.4
"2023-02-11 14:40:00 +0000 UTC",0.4,60.4,11,91.1,8.9,109.2,11.4
"2023-02-11 14:50:00 +0000 UTC",0.3,59.9,11,91.6,8.9,109.2,11.5
"2023-02-11 15:00:00 +0000 UTC",0.2,59.4,11.1,90.5,8.9,109.2,11.5
"2023-02-11 15:10:00 +0000 UTC",0.3,59.9,11.1,90.5,8.9,109.2,11.5
"2023-02-11 15:20:00 +0000 UTC",0.3,59.9,11.1,91.1,8.9,109.8,11.5
"2023-02-11 15:30:00 +0000 UTC",0.25,59.65,11.15,91,8.9,109.2,11.5
"2023-02-11 15:40:00 +0000 UTC",,,,90.5,,,
"2023-02-11 15:50:00 +0000 UTC",0.3,59.9,11.2,91,8.9,109.2,11.6
"2023-02-11 16:00:00 +0000 UTC",0.3,59.9,11.2,91.5,8.9,109.2,11.6
"2023-02-11 16:10:00 +0000 UTC",0.3,59.9,11.3,91,8.9,109.2,11.6
"2023-02-11 16:20:00 +0000 UTC",0.3,59.9,11.3,91.5,8.9,108.7,11.6
"2023-02-11 16:30:00 +0000 UTC",0.2,59.4,11.3,91.5,8.9,109.2,11.6
"2023-02-11 16:40:00 +0000 UTC",0.2,59.4,11.3,91,8.9,108.7,11.7
"2023-02-11 16:50:00 +0000 UTC",0.3,59.9,11.3,91,8.9,109.2,11.7
"2023-02-11 17:00:00 +0000 UTC",0.3,59.9,11.3,91,8.9,109.1,11.7
"2023-02-11 17:10:00 +0000 UTC",0.2,59.4,11.3,90.5,8.9,109.1,11.8
"2023-02-11 17:20:00 +0000 UTC",0.2,59.4,11.3,91,8.9,108.6,11.7
"2023-02-11 17:30:00 +0000 UTC",0.2,59.4,11.4,91.5,8.9,109.1,11.8
"2023-02-11 17:40:00 +0000 UTC",0.2,59.4,11.4,90.5,8.9,109.1,11.8
"2023-02-11 17:50:00 +0000 UTC",0.3,59.9,11.4,91,8.9,109.1,11.8
"2023-02-11 18:00:00 +0000 UTC",0.2,59.4,11.4,91.5,8.9,109.1,11.8
"2023-02-11 18:10:00 +0000 UTC",0.2,59.4,11.4,90.5,8.9,108.6,11.8
"2023-02-11 18:20:00 +0000 UTC",0.3,59.9,11.4,90.5,8.9,108.6,11.8
"2023-02-11 18:30:00 +0000 UTC",0.2,59.4,11.4,91.5,8.9,109.1,11.8
"2023-02-11 18:40:00 +0000 UTC",0.2,59.4,11.4,91.5,8.9,109.1,11.8
"2023-02-11 18:50:00 +0000 UTC",0.2,59.4,11.4,91.5,8.9,109.1,11.8
"2023-02-11 19:00:00 +0000 UTC",0.2,59.4,11.4,,8.9,109.1,11.8
"2023-02-11 19:10:00 +0000 UTC",0.2,59.4,11.4,91.5,,,
"2023-02-11 19:20:00 +0000 UTC",0.25,59.65,11.4,91.5,8.9,108.7,11.8
"2023-02-11 19:30:00 +0000 UTC",0.2,59.4,11.4,91.5,8.9,109.1,11.8
"2023-02-11 19:40:00 +0000 UTC",,,,91.5,8.9,109.1,11.9
"2023-02-11 19:50:00 +0000 UTC",0.3,59.9,11.4,91.5,8.9,109.1,11.9
"2023-02-11 20:00:00 +0000 UTC",0.2,59.4,11.4,91.5,8.9,109.1,11.9
"2023-02-11 20:10:00 +0000 UTC",0.3,59.9,11.3,91.5,9,109.6,11.9
"2023-02-11 20:20:00 +0000 UTC",0.3,59.9,11.3,91.5,8.9,109.2,11.9
"2023-02-11 20:30:00 +0000 UTC",0.3,59.9,11.4,92.1,8.9,109.1,11.9
"2023-02-11 20:40:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,109.1,11.9
"2023-02-11 20:50:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,109.1,11.8
"2023-02-11 21:00:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,109.1,11.9
"2023-02-11 21:10:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,109.1,11.9
"2023-02-11 21:20:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,109.2,11.9
"2023-02-11 21:30:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,108.7,11.8
"2023-02-11 21:40:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,108.7,11.9
"2023-02-11 21:50:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,109.2,11.8
"2023-02-11 22:00:00 +0000 UTC",0.3,59.9,11.3,92.1,9,109.7,11.8
"2023-02-11 22:10:00 +0000 UTC",0.3,59.9,11.3,92.1,8.9,109.2,11.9
"2023-02-11 22:20:00 +0000 UTC",0.3,59.9,11.3,91.6,8.9,109.2,11.9
"2023-02-11 22:30:00 +0000 UTC",0.3,59.9,11.3,92.2,8.9,109.2,11.9
"2023-02-11 22:40:00 +0000 UTC",0.3,59.9,11.3,92.2,8.9,109.2,11.9
"2023-02-11 22:50:00 +0000 UTC",0.3,59.9,11.3,92.2,8.9,109.2,11.8
"2023-02-11 23:00:00 +0000 UTC",0.63333,61.36667,11.76667,93.73333,9,111.25,11.6
"2023-02-11 23:10:00 +0000 UTC",0.3,59.9,11.25,92.2,8.9,109.2,11.9
"2023-02-11 23:20:00 +0000 UTC",0.3,59.9,11.2,92.7,8.9,109.2,11.9
"2023-02-11 23:30:00 +0000 UTC",0.3,59.9,11.3,92.7,9,109.7,11.8
"2023-02-11 23:40:00 +0000 UTC",,,,92.7,8.9,109.2,11.8
"2023-02-11 23:50:00 +0000 UTC",0.3,59.9,11.2,92.7,9,109.7,11.8
"2023-02-12 00:00:00 +0000 UTC",0.3,59.9,11.2,92.7,8.95,109.8,11.8
"2023-02-12 00:10:00 +0000 UTC",0.3,59.9,11.1,92.7,8.9,109.3,11.8
"2023-02-12 00:20:00 +0000 UTC",0.4,60.4,11.2,92.7,9,109.7,11.8
"2023-02-12 00:30:00 +0000 UTC",0.3,59.9,11.1,92.8,9,110.3,11.8
"2023-02-12 00:40:00 +0000 UTC",0.3,59.9,11.1,92.8,9,110.3,11.8
"2023-02-12 00:50:00 +0000 UTC",0.3,59.9,11.1,92.8,8.95,109.8,11.8
"2023-02-12 01:00:00 +0000 UTC",0.3,59.9,11.1,92.8,9,110.3,11.8
"2023-02-12 01:10:00 +0000 UTC",0.3,59.9,11.1,93.3,9,110.3,11.8
"2023-02-12 01:20:00 +0000 UTC",0.3,59.9,11.1,93.05,9,110.3,11.8
"2023-02-12 01:30:00 +0000 UTC",0.3,59.9,11.1,92.8,9,110.3,11.8
"2023-02-12 01:40:00 +0000 UTC",0.3,59.9,11.1,92.8,9,110.3,11.8
"2023-02-12 01:50:00 +0000 UTC",0.6,61,11.1,93.8,9,110.3,11.8
"2023-02-12 02:00:00 +0000 UTC",0.4,60.4,11,93.3,9,110.3,11.8
"2023-02-12 02:10:00 +0000 UTC",0.4,60.4,11.1,93.3,9,110.4,11.8
"2023-02-12 02:20:00 +0000 UTC",0.4,60.4,11,93.8,9,110.4,11.7
"2023-02-12 02:30:00 +0000 UTC",0.6,61,11,93.9,9,110.3,11.8
"2023-02-12 02:40:00 +0000 UTC",0.6,61,11,93.8,9,110.4,11.8
"2023-02-12 02:50:00 +0000 UTC",0.6,61,11,93.9,9,110.4,11.7
"2023-02-12 03:00:00 +0000 UTC",0.6,61,11,93.9,9,110.4,11.7
"2023-02-12 03:10:00 +0000 UTC",0.6,61,11,93.9,9,110.4,11.7
"2023-02-12 03:20:00 +0000 UTC",0.6,61,11,93.9,9,112,11.7
"2023-02-12 03:30:00 +0000 UTC",0.6,61,11,93.9,9,110.9,11.6
"2023-02-12 03:40:00 +0000 UTC",0.6,61,11,94.4,9,110.9,11.7
"2023-02-12 03:50:00 +0000 UTC",0.6,61,10.9,93.9,9,110.4,11.6
"2023-02-12 04:00:00 +0000 UTC",0.6,61,10.9,93.9,9,110.9,11.7
"2023-02-12 04:10:00 +0000 UTC",0.6,61,10.9,93.9,9,110.4,11.6
"2023-02-12 04:20:00 +0000 UTC",0.6,61,10.9,93.9,9,110.9,11.6
"2023-02-12 04:30:00 +0000 UTC",0.6,61,11,93.9,9,111.5,11.6
"2023-02-12 04:40:00 +0000 UTC",0.6,61,10.9,93.9,9,111.5,11.6
"2023-02-12 04:50:00 +0000 UTC",0.6,61,10.9,93.9,9,112,11.6
"2023-02-12 05:00:00 +0000 UTC",0.6,61,10.9,93.9,9,111.5,11.6
"2023-02-12 05:10:00 +0000 UTC",,,,94,9,111.5,11.6
"2023-02-12 05:20:00 +0000 UTC",0.6,61,10.8,94.5,9,111.5,11.6
"2023-02-12 05:30:00 +0000 UTC",0.6,61,10.8,95,9,111.5,11.6
"2023-02-12 05:40:00 +0000 UTC",0.6,61,10.8,95,9,111,11.6
"2023-02-12 05:50:00 +0000 UTC",0.6,61,10.8,95,9,111.75,11.55
"2023-02-12 06:00:00 +0000 UTC",0.6,61,10.8,95,9,111.5,11.5
"2023-02-12 06:10:00 +0000 UTC",0.6,61,10.8,95,9,111.5,11.6
"2023-02-12 06:20:00 +0000 UTC",0.6,61,10.8,95,9,111.5,11.5
"2023-02-12 06:30:00 +0000 UTC",0.6,61,10.8,95,9,111.5,11.5
"2023-02-12 06:40:00 +0000 UTC",0.7,61.5,10.8,95,9,111.5,11.5
"2023-02-12 06:50:00 +0000 UTC",0.6,61,10.8,95.1,9,112.7,11.5
"2023-02-12 07:00:00 +0000 UTC",0.6,61,10.7,95.1,9,112.1,11.5
"2023-02-12 07:10:00 +0000 UTC",0.8,62.1,10.7,95.1,9,111.6,11.5
"2023-02-12 07:20:00 +0000 UTC",0.8,62.1,10.7,95.1,9,112.7,11.5
"2023-02-12 07:30:00 +0000 UTC",0.8,62.1,10.7,95.1,9,112.1,11.5
"2023-02-12 07:40:00 +0000 UTC",0.8,62.1,10.7,95.1,9,112.7,11.5
"2023-02-12 07:50:00 +0000 UTC",0.8,62.1,10.7,95.6,9,112.7,11.5
"2023-02-12 08:00:00 +0000 UTC",0.8,62.1,10.7,95.6,9,112.7,11.5
"2023-02-12 08:10:00 +0000 UTC",0.7,61.6,10.6,95.1,9,112.7,11.5
"2023-02-12 08:20:00 +0000 UTC",0.8,62.1,10.6,95.1,9,112.1,11.5
"2023-02-12 08:30:00 +0000 UTC",0.8,62.1,10.7,95.7,9,112.7,11.5
